Num,SeedWord,Length
1787,pylon,5
1788,pyres,5
1789,pyxes,5
1790,quack,5
1791,quads,5
1792,quaff,5
1793,quail,5
1794,quake,5
1795,qualm,5
1796,quash,5
1797,quays,5
1798,quell,5
1799,query,5
1800,quest,5
1801,queue,5
1802,quick,5
1803,quids,5
1804,quiet,5
1805,quilt,5
1806,quint,5
1807,quips,5
1808,quirk,5
1809,quits,5
1810,quoit,5
1811,quota,5
1812,rabid,5
1813,racer,5
1814,racks,5
1815,radon,5
1816,rafts,5
1817,raids,5
1818,rails,5
1819,rains,5
1820,raise,5
1821,rajah,5
1822,raked,5
1823,rally,5
1824,ralph,5
1825,ramie,5
1826,ramps,5
1827,ranch,5
1828,rands,5
1829,ranks,5
1830,rants,5
1831,rapid,5
1832,rarer,5
1833,rasps,5
1834,rated,5
1835,ratty,5
1836,rawer,5
1837,rayed,5
1838,rayon,5
1839,razer,5
1840,razor,5
1841,reach,5
1842,reads,5
1843,realm,5
1844,reams,5
1845,reaps,5
1846,rears,5
1847,rebar,5
1848,rebel,5
1849,rebid,5
1850,rebus,5
1851,recap,5
1852,recur,5
1853,reded,5
1854,redly,5
1855,reedy,5
1856,reels,5
1857,reeve,5
1858,refit,5
1859,refry,5
1860,rehab,5
1861,reign,5
1862,reins,5
1863,relax,5
1864,relic,5
1865,remix,5
1866,renal,5
1867,rends,5
1868,renew,5
1869,rents,5
1870,repay,5
1871,repel,5
1872,reran,5
1873,rerun,5
1874,reset,5
1875,resin,5
1876,rests,5
1877,retro,5
1878,reuse,5
1879,revel,5
1880,revue,5
1881,rheas,5
1882,rheum,5
1883,rhino,5
1884,rhomb,5
1885,rhyme,5
1886,rials,5
1887,ricer,5
1888,rider,5
1889,ridge,5
1890,rifle,5
1891,rifts,5
1892,right,5
1893,rigid,5
1894,rigor,5
1895,riles,5
1896,rills,5
1897,rimes,5
1898,rinds,5
1899,rings,5
1900,rinks,5
1901,rinse,5
1902,riots,5
1903,ripen,5
1904,rises,5
1905,risky,5
1906,rites,5
1907,ritzy,5
1908,rival,5
1909,river,5
1910,roach,5
1911,roads,5
1912,roams,5
1913,roans,5
1914,roars,5
1915,roast,5
1916,robes,5
1917,robin,5
1918,robot,5
1919,rocky,5
1920,rogue,5
1921,roils,5
1922,roles,5
1923,rolls,5
1924,roman,5
1925,romps,5
1926,roods,5
1927,roofs,5
1928,rooks,5
1929,roomy,5
1930,roost,5
1931,roots,5
1932,ropes,5
1933,roque,5
1934,roses,5
1935,rosin,5
1936,rotes,5
1937,rotis,5
1938,rotos,5
1939,rouge,5
1940,round,5
1941,rouse,5
1942,routs,5
1943,rover,5
1944,rowan,5
1945,rowdy,5
1946,rowed,5
1947,royal,5
1948,ruble,5
1949,rubys,5
1950,rucks,5
1951,ruddy,5
1952,ruder,5
1953,ruffs,5
1954,rugby,5
1955,ruins,5
1956,ruler,5
1957,rumba,5
1958,rumen,5
1959,rumor,5
1960,runes,5
1961,rungs,5
1962,runic,5
1963,runny,5
1964,runts,5
1965,rupee,5
1966,rural,5
1967,rusks,5
1968,rusts,5
1969,rutty,5
1970,ryots,5
1971,saber,5
1972,sacks,5
1973,sadly,5
1974,safes,5
1975,sagas,5
1976,sages,5
1977,saggy,5
1978,sahib,5
1979,sails,5
1980,saint,5
1981,saith,5
1982,sakes,5
1983,sales,5
1984,sally,5
1985,salon,5
1986,salsa,5
1987,salty,5
1988,salvo,5
1989,samba,5
1990,sands,5
1991,saner,5
1992,sappy,5
1993,saran,5
1994,sards,5
1995,saree,5
1996,sarge,5
1997,saris,5
1998,sassy,5
1999,sated,5
2000,satin,5
2001,satyr,5
2002,sauce,5
2003,sauna,5
2004,saves,5
2005,savoy,5
2006,savvy,5
2007,sawed,5
2008,saxes,5
2009,saxon,5
2010,sayso,5
2011,scabs,5
2012,scads,5
2013,scaly,5
2014,scams,5
2015,scant,5
2016,scary,5
2017,scent,5
2018,schmo,5
2019,schwa,5
2020,scion,5
2021,scoff,5
2022,scold,5
2023,scone,5
2024,scoop,5
2025,scope,5
2026,score,5
2027,scout,5
2028,scows,5
2029,scrap,5
2030,scree,5
2031,scrim,5
2032,scrub,5
2033,scuba,5
2034,scuds,5
2035,scuff,5
2036,scull,5
2037,scums,5
2038,scurf,5
2039,scuta,5
2040,seals,5
2041,seamy,5
2042,sears,5
2043,seats,5
2044,secco,5
2045,sedan,5
2046,seder,5
2047,sedge,5
2048,sedum,5
2049,seedy,5
2050,seeks,5
2051,seems,5
2052,seeps,5
2053,seers,5
2054,segue,5
2055,seize,5
2056,sends,5
2057,senor,5
2058,sepal,5
2059,sepia,5
2060,sepoy,5
2061,septa,5
2062,serfs,5
2063,serge,5
2064,serum,5
2065,servo,5
2066,setup,5
2067,seven,5
2068,sewed,5
2069,shack,5
2070,shaft,5
2071,shags,5
2072,shake,5
2073,shale,5
2074,shams,5
2075,shank,5
2076,shape,5
2077,shark,5
2078,shave,5
2079,shear,5
2080,sheds,5
2081,sheen,5
2082,sheik,5
2083,shell,5
2084,sherd,5
2085,shewn,5
2086,shied,5
2087,shill,5
2088,shims,5
2089,shine,5
2090,ships,5
2091,shirt,5
2092,shish,5
2093,shive,5
2094,shoal,5
2095,shock,5
2096,shoes,5
2097,shoji,5
2098,shone,5
2099,shoot,5
2100,shops,5
2101,shore,5
2102,shots,5
2103,shove,5
2104,shows,5
2105,shred,5
2106,shrub,5
2107,shuck,5
2108,shunt,5
2109,shush,5
2110,shuts,5
2111,shyer,5
2112,shyly,5
2113,sibyl,5
2114,sicks,5
2115,sides,5
2116,sidle,5
2117,siege,5
2118,sieve,5
2119,sifts,5
2120,sighs,5
2121,sigma,5
2122,signs,5
2123,silky,5
2124,silly,5
2125,silos,5
2126,silts,5
2127,since,5
2128,sinew,5
2129,sings,5
2130,sinks,5
2131,sinus,5
2132,siren,5
2133,sirup,5
2134,sitar,5
2135,sited,5
2136,sixth,5
2137,sized,5
2138,skate,5
2139,skeet,5
2140,skein,5
2141,skelp,5
2142,skeps,5
2143,skews,5
2144,skids,5
2145,skies,5
2146,skiff,5
2147,skill,5
2148,skims,5
2149,skins,5
2150,skirt,5
2151,skits,5
2152,skulk,5
2153,skunk,5
2154,slabs,5
2155,slack,5
2156,slags,5
2157,slain,5
2158,slake,5
2159,slams,5
2160,slank,5
2161,slaps,5
2162,slash,5
2163,slate,5
2164,slave,5
2165,slaws,5
2166,slays,5
2167,sleet,5
2168,slept,5
2169,slews,5
2170,slick,5
2171,slier,5
2172,slily,5
2173,slims,5
2174,sling,5
2175,slips,5
2176,slits,5
2177,slobs,5
2178,sloes,5
2179,slogs,5
2180,sloop,5
2181,slope,5
2182,slosh,5
2183,slots,5
2184,slows,5
2185,slued,5
2186,slugs,5
2187,slump,5
2188,slung,5
2189,slurp,5
2190,slush,5
2191,slyly,5
2192,smack,5
2193,small,5
2194,smart,5
2195,smash,5
2196,smear,5
2197,smelt,5
2198,smile,5
2199,smirk,5
2200,smith,5
2201,smock,5
2202,smoke,5
2203,smolt,5
2204,snack,5
2205,snags,5
2206,snail,5
2207,snaky,5
2208,snaps,5
2209,snare,5
2210,sneak,5
2211,sneer,5
2212,snick,5
2213,snide,5
2214,sniff,5
2215,snips,5
2216,snits,5
2217,snobs,5
2218,snook,5
2219,snort,5
2220,snout,5
2221,snowy,5
2222,snubs,5
2223,snuck,5
2224,snuff,5
2225,snugs,5
2226,soaks,5
2227,soaps,5
2228,soars,5
2229,sober,5
2230,socks,5
2231,sodas,5
2232,soddy,5
2233,sofas,5
2234,softy,5
2235,soggy,5
2236,soils,5
2237,solar,5
2238,soldi,5
2239,soled,5
2240,solid,5
2241,solos,5
2242,solve,5
2243,sonar,5
2244,songs,5
2245,sonic,5
2246,sonny,5
2247,sooth,5
2248,sophs,5
2249,soppy,5
2250,sorbs,5
2251,sorer,5
2252,sorts,5
2253,sorus,5
2254,sough,5
2255,souls,5
2256,sound,5
2257,soups,5
2258,sours,5
2259,souse,5
2260,sowed,5
2261,space,5
2262,spade,5
2263,spall,5
2264,spams,5
2265,spans,5
2266,spark,5
2267,spasm,5
2268,spate,5
2269,spawn,5
2270,spays,5
2271,spear,5
2272,specs,5
2273,speed,5
2274,spell,5
2275,spend,5
2276,spews,5
2277,spice,5
2278,spier,5
2279,spike,5
2280,spill,5
2281,spiny,5
2282,spite,5
2283,splat,5
2284,split,5
2285,spoil,5
2286,spoke,5
2287,spoon,5
2288,spore,5
2289,spots,5
2290,spout,5
2291,sprag,5
2292,spree,5
2293,spuds,5
2294,spumy,5
2295,spunk,5
2296,spurn,5
2297,squib,5
2298,stabs,5
2299,stack,5
2300,stage,5
2301,staid,5
2302,stake,5
2303,stand,5
2304,start,5
2305,state,5
2306,stern,5
2307,stick,5
2308,still,5
2309,stock,5
2310,stone,5
2311,story,5
2312,straw,5
2313,stuff,5
2314,style,5
2315,sugar,5
2316,super,5
2317,sweep,5
2318,swoop,5
2319,sword,5
2320,table,5
2321,taste,5
2322,teach,5
2323,teeth,5
2324,thank,5
2325,their,5
2326,there,5
2327,these,5
2328,thick,5
2329,think,5
2330,third,5
2331,those,5
2332,three,5
2333,throw,5
2334,tight,5
2335,title,5
2336,today,5
2337,torch,5
2338,total,5
2339,totem,5
2340,touch,5
2341,tough,5
2342,track,5
2343,trade,5
2344,train,5
2345,trash,5
2346,treat,5
2347,trial,5
2348,tribe,5
2349,trick,5
2350,truck,5
2351,trust,5
2352,truth,5
2353,tummy,5
2354,tusks,5
2355,twice,5
2356,twist,5
2357,ultra,5
2358,uncle,5
2359,under,5
2360,union,5
2361,until,5
2362,upper,5
2363,urban,5
2364,usual,5
2365,valid,5
2366,value,5
2367,valve,5
2368,venue,5
2369,verge,5
2370,vigor,5
2371,virus,5
2372,visit,5
2373,vital,5
2374,voice,5
2375,vowel,5
2376,wager,5
2377,waken,5
2378,walks,5
2379,watch,5
2380,water,5
2381,weeds,5
2382,where,5
2383,which,5
2384,whiff,5
2385,while,5
2386,white,5
2387,whole,5
2388,whose,5
2389,wooly,5
2390,words,5
2391,world,5
2392,worry,5
2393,worse,5
2394,worth,5
2395,would,5
2396,write,5
2397,wrong,5
2398,wrote,5
2399,young,5
2400,youth,5
