Name,Origin,Name,Transliteration
Congo_Yakoma,Congo,Yakoma,None
Congo_Yamboko,Congo,Yamboko,None
Congo_Yambuku,Congo,Yambuku,None
Congo_Yambula,Congo,Yambula,None
Congo_Yandongi,Congo,Yandongi,None
Congo_Yangambi,Congo,Yangambi,None
Congo_Yembe,Congo,Yembe,None
France_Abbeville,France,Abbeville,Abbey Town
France_Aire,France,Aire,Open Space
France_Alen_on,France,Alençon,None
France_Amb_rieu,France,Ambérieu,None
France_Ancenis,France,Ancenis,None
France_Arcis,France,Arcis,Arch
France_Arles,France,Arles,Marshy Land
France_Aubigny,France,Aubigny,White Settlement
France_Aumale,France,Aumale,Elm Valley
France_Autun,France,Autun,None
France_Bagnols,France,Bagnols,Baths
France_Barfleur,France,Barfleur,Bay of Flowers
France_Bar_le_Duc,France,Bar-le-Duc,Duke’s Ridge
France_Bayeux,France,Bayeux,None
France_Beaumont,France,Beaumont,Beautiful Mountain
France_Bellegarde,France,Bellegarde,Beautiful Guard
France_Bergerac,France,Bergerac,None
France_Bressuire,France,Bressuire,None
France_Brioude,France,Brioude,None
France_Brive,France,Brive,Bridge
France_Cahors,France,Cahors,None
France_Cambrai,France,Cambrai,None
France_Carcassonne,France,Carcassonne,None
France_Castres,France,Castres,Fortified Camp
France_C_ret,France,Céret,None
France_Chalon,France,Chalon,None
France_Chantilly,France,Chantilly,Song of the Wolf
France_Ch_teaudun,France,Châteaudun,Castle on the Hill
France_Clamecy,France,Clamecy,None
France_Cuisery,France,Cuisery,None
France_Dax,France,Dax,Warm Springs
France_Dieppe,France,Dieppe,Deep Water
France_Digne,France,Digne,Worthy
France_Dinan,France,Dinan,Hill Fort
France_Dol,France,Dol,Meadow
France_Domfront,France,Domfront,Cathedral Hill
France_Douai,France,Douai,None
France_Dourdan,France,Dourdan,None
France_Dreux,France,Dreux,None
France_Dun,France,Dun,Hill
France_couen,France,Écouen,None
France_gly,France,Égly,None
France_pernay,France,Épernay,None
France_pinal,France,Épinal,None
France_Ern_e,France,Ernée,None
France_tampes,France,Étampes,None
France_tr_pagny,France,Étrépagny,None
France_Eu,France,Eu,None
France_vreux,France,Évreux,None
France_vron,France,Évron,None
France_Falaise,France,Falaise,Cliff
France_F_camp,France,Fécamp,Fish Camp
France_Figeac,France,Figeac,None
France_Flers,France,Flers,None
France_Florac,France,Florac,Flowering Place
France_Foix,France,Foix,None
France_Fontenay,France,Fontenay,Fountain Settlement
France_Foug_res,France,Fougères,Ferns
France_Fresnay,France,Fresnay,Ash Tree Settlement
France_Gannat,France,Gannat,None
France_Gien,France,Gien,None
France_Gisors,France,Gisors,None
France_Givet,France,Givet,None
France_Gourdon,France,Gourdon,None
France_Granville,France,Granville,Great Town
France_Graulhet,France,Graulhet,None
France_Grigny,France,Grigny,Grey Settlement
France_Gu_rande,France,Guérande,White Land
France_Guingamp,France,Guingamp,White Valley
France_Haguenau,France,Haguenau,Meadow of the Enclosure
France_Hautefort,France,Hautefort,High Fort
France_Hennebont,France,Hennebont,Old Bridge
France_H_risson,France,Hérisson,Hedgehog
France_Hesdin,France,Hesdin,None
France_Honfleur,France,Honfleur,None
France_Houdan,France,Houdan,None
France_Houlgate,France,Houlgate,None
France_Illiers,France,Illiers,None
France_Isigny,France,Isigny,Hedge Settlement
France_Issoire,France,Issoire,None
France_Issoire_2,France,Issoire,None
France_Issoudun,France,Issoudun,None
France_Issoy,France,Issoy,None
France_Ivry,France,Ivry,Yew Tree
France_Jaligny,France,Jaligny,None
France_Jarnac,France,Jarnac,None
France_Joinville,France,Joinville,Juno’s Town
France_Jonzac,France,Jonzac,None
France_Josselin,France,Josselin,None
France_Jumi_ges,France,Jumièges,Twin Settlement
France_Lamballe,France,Lamballe,None
France_Landerneau,France,Landerneau,Church of St. Ternoc
France_Langeais,France,Langeais,Long Meadow
France_Lannion,France,Lannion,Church Land
France_Laon,France,Laon,None
France_Laval,France,Laval,The Valley
France_Lisieux,France,Lisieux,None
France_Loches,France,Loches,None
France_Loud_ac,France,Loudéac,None
France_Lure,France,Lure,None
France_M_con,France,Mâcon,None
France_Mauriac,France,Mauriac,None
France_Mayenne,France,Mayenne,None
France_Melun,France,Melun,None
France_Millau,France,Millau,None
France_Mirepoix,France,Mirepoix,None
France_Moissac,France,Moissac,Harvest
France_Montaigu,France,Montaigu,Sharp Mountain
France_Montargis,France,Montargis,Mountain of the Guard
France_Murat,France,Murat,Walled Town
France_Nemours,France,Nemours,Sacred Grove
France_Nevers,France,Nevers,None
France_Niort,France,Niort,None
France_Nogent,France,Nogent,New Settlement
France_Noirmoutier,France,Noirmoutier,Black Monastery
France_Nonancourt,France,Nonancourt,None
France_Nyons,France,Nyons,None
France_Olivet,France,Olivet,Olive Grove
France_Orange,France,Orange,None
France_Orvault,France,Orvault,Golden Valley
France_Oudon,France,Oudon,None
France_Oyonnax,France,Oyonnax,None
France_Paimpol,France,Paimpol,Head of the Pool
France_P_rigueux,France,Périgueux,None
France_P_zenas,France,Pézenas,None
France_Pithiviers,France,Pithiviers,None
France_Planco_t,France,Plancoët,Flat Stone
France_Plessis,France,Plessis,Enclosed Place
France_Pontivy,France,Pontivy,Ivy Bridge
France_Pontmain,France,Pontmain,Main Bridge
France_Pontoise,France,Pontoise,Bridge over the Oise
France_Pontorson,France,Pontorson,Bridge of Orson
France_Provins,France,Provins,None
France_Questembert,France,Questembert,None
France_Quiberon,France,Quiberon,None
France_Quimper,France,Quimper,Confluence
France_Rambouillet,France,Rambouillet,None
France_Redon,France,Redon,None
France_Rethel,France,Rethel,None
France_Riez,France,Riez,None
France_Riom,France,Riom,None
France_Rochefort,France,Rochefort,Rock Fort
France_Rocroi,France,Rocroi,King’s Rock
France_Romorantin,France,Romorantin,None
France_Royan,France,Royan,Royal
France_Ruffec,France,Ruffec,None
France_Saintes,France,Saintes,Holy Ones
France_Sancerre,France,Sancerre,Sacred Ring
France_Sarlat,France,Sarlat,None
France_Saumur,France,Saumur,None
France_Savigny,France,Savigny,Sabine’s Settlement
France_S_es,France,Sées,None
France_S_lestat,France,Sélestat,None
France_Senlis,France,Senlis,None
France_Sill,France,Sillé,None
France_Soreze,France,Soreze,None
France_Tarascon,France,Tarascon,Dragon Rock
France_Thiers,France,Thiers,None
France_Thonon,France,Thonon,None
France_Thouars,France,Thouars,None
France_Tonnerre,France,Tonnerre,Thunder
France_Tournus,France,Tournus,None
France_Tr_guier,France,Tréguier,Three Rivers
France_Tulle,France,Tulle,None
France_Ussel,France,Ussel,None
France_Uzerche,France,Uzerche,None
France_Uz_s,France,Uzès,None
France_Vaison,France,Vaison,None
France_Vannes,France,Vannes,None
France_Vend_me,France,Vendôme,None
France_Vernon,France,Vernon,Alder Grove
France_Vienne,France,Vienne,None
France_Vihiers,France,Vihiers,None
France_Vire,France,Vire,None
France_Vireux,France,Vireux,None
France_Vouvray,France,Vouvray,None
France_Wimereux,France,Wimereux,None
France_Wissous,France,Wissous,None
France_Yerres,France,Yerres,None
France_Yssingeaux,France,Yssingeaux,None
France_Yvetot,France,Yvetot,None
France_Yzeures,France,Yzeures,None
Germany_Aachen,Germany,Aachen,Water
Germany_Alsfeld,Germany,Alsfeld,Ale’s Field
Germany_Altenburg,Germany,Altenburg,Old Fort
Germany_Anklam,Germany,Anklam,None
Germany_Ansbach,Germany,Ansbach,At the Stream
Germany_Arnstadt,Germany,Arnstadt,Eagle’s Town
Germany_Aschaffenburg,Germany,Aschaffenburg,Ash Fort
Germany_Attendorn,Germany,Attendorn,At the Thorn
Germany_Bad_D_rkheim,Germany,Bad Dürkheim,Bath at Dürkheim
Germany_Bad_Hersfeld,Germany,Bad Hersfeld,Bath at Hersfeld
Germany_Bad_Kreuznach,Germany,Bad Kreuznach,Bath at the Cross
Germany_Bad_Nauheim,Germany,Bad Nauheim,Bath at Nauheim
Germany_Bad_Salzuflen,Germany,Bad Salzuflen,Bath at Salt Springs
Germany_Bad_T_lz,Germany,Bad Tölz,Bath at Tölz
Germany_Bamberg,Germany,Bamberg,None
Germany_Bingen,Germany,Bingen,None
Germany_Calw,Germany,Calw,None
Germany_Celle,Germany,Celle,None
Germany_Chemnitz,Germany,Chemnitz,Stone Stream
Germany_Clausthal,Germany,Clausthal,Narrow Valley
Germany_Cloppenburg,Germany,Cloppenburg,Knocking Fort
Germany_Coblenz,Germany,Coblenz,Confluence
Germany_Coburg,Germany,Coburg,None
Germany_Coesfeld,Germany,Coesfeld,Cow Field
Germany_Dachau,Germany,Dachau,Clay Meadow
Germany_Deggendorf,Germany,Deggendorf,Deggo’s Ford
Germany_Detmold,Germany,Detmold,People’s Court
Germany_Dillenburg,Germany,Dillenburg,Dille’s Fort
Germany_Dinkelsb_hl,Germany,Dinkelsbühl,Little Hill
Germany_Donaueschingen,Germany,Donaueschingen,Danube Springs
Germany_Dresden,Germany,Dresden,Forest People
Germany_Duderstadt,Germany,Duderstadt,Dudo’s Town
Germany_Eberswalde,Germany,Eberswalde,Boar’s Forest
Germany_Eichst_tt,Germany,Eichstätt,Oak Place
Germany_Eisenach,Germany,Eisenach,Iron Oak
Germany_Elmshorn,Germany,Elmshorn,Elm Horn
Germany_Emden,Germany,Emden,None
Germany_Erfurt,Germany,Erfurt,Ford Settlement
Germany_Eschwege,Germany,Eschwege,Ash Path
Germany_Eutin,Germany,Eutin,None
Germany_Flensburg,Germany,Flensburg,None
Germany_Freiberg,Germany,Freiberg,Free Mountain
Germany_Freising,Germany,Freising,Free Place
Germany_Friedberg,Germany,Friedberg,Peace Mountain
Germany_Fritzlar,Germany,Fritzlar,Peaceful Ruler
Germany_Fulda,Germany,Fulda,None
Germany_F_rstenfeld,Germany,Fürstenfeld,Prince’s Field
Germany_F_rth,Germany,Fürth,Ford
Germany_Gardelegen,Germany,Gardelegen,Garden Meadow
Germany_Gelnhausen,Germany,Gelnhausen,Gelna’s Houses
Germany_Gera,Germany,Gera,None
Germany_Gie_en,Germany,Gießen,Wet Place
Germany_Gmund,Germany,Gmund,Mouth of the River
Germany_G_rlitz,Germany,Görlitz,Burnt Place
Germany_Goslar,Germany,Goslar,Goose Meadow
Germany_Greifswald,Germany,Greifswald,Griffin’s Forest
Germany_Halberstadt,Germany,Halberstadt,Half Town
Germany_Hamburg,Germany,Hamburg,Fort by the River
Germany_Hameln,Germany,Hameln,Little Home
Germany_Harzgerode,Germany,Harzgerode,Hartz Clearing
Germany_Herzberg,Germany,Herzberg,Heart Mountain
Germany_Hildesheim,Germany,Hildesheim,Hildo’s Home
Germany_Homburg,Germany,Homburg,High Fort
Germany_H_xter,Germany,Höxter,None
Germany_Idstein,Germany,Idstein,Ida’s Stone
Germany_Ilmenau,Germany,Ilmenau,Elm Meadow
Germany_Ilsenburg,Germany,Ilsenburg,Ilsa’s Fort
Germany_Ingolstadt,Germany,Ingolstadt,Ingold’s Town
Germany_Iserlohn,Germany,Iserlohn,Iron Hollow
Germany_Isny,Germany,Isny,None
Germany_Itzehoe,Germany,Itzehoe,None
Germany_Jena,Germany,Jena,None
Germany_Jena_2,Germany,Jena,None
Germany_J_lich,Germany,Jülich,None
Germany_Kaiserslautern,Germany,Kaiserslautern,Emperor’s Meadow
Germany_Kamenz,Germany,Kamenz,Stone
Germany_Kempten,Germany,Kempten,None
Germany_Kiel,Germany,Kiel,Narrow Bay
Germany_Kitzingen,Germany,Kitzingen,None
Germany_Konstanz,Germany,Konstanz,Constant
Germany_Krefeld,Germany,Krefeld,Crow Field
Germany_Kulmbach,Germany,Kulmbach,Cool Stream
Germany_Lahr,Germany,Lahr,Clearing
Germany_Landau,Germany,Landau,Land Meadow
Germany_Leer,Germany,Leer,Meadow
Germany_Lemgo,Germany,Lemgo,None
Germany_Lingen,Germany,Lingen,None
Germany_Lippstadt,Germany,Lippstadt,Lippe’s Town
Germany_L_beck,Germany,Lübeck,Lovely Settlement
Germany_L_neburg,Germany,Lüneburg,Moon Fort
Germany_Magdeburg,Germany,Magdeburg,Maiden’s Fort
Germany_Marburg,Germany,Marburg,Border Fort
Germany_Meissen,Germany,Meissen,None
Germany_Memmingen,Germany,Memmingen,None
Germany_Miesbach,Germany,Miesbach,None
Germany_Minden,Germany,Minden,Mouth of the River
Germany_M_lln,Germany,Mölln,Mill
Germany_M_hldorf,Germany,Mühldorf,Mill Valley
Germany_Naumburg,Germany,Naumburg,New Fort
Germany_Neum_nster,Germany,Neumünster,New Monastery
Germany_Neunkirchen,Germany,Neunkirchen,Nine Churches
Germany_Neuruppin,Germany,Neuruppin,New Ruppin
Germany_Neustadt,Germany,Neustadt,New Town
Germany_Nienburg,Germany,Nienburg,New Fort
Germany_Nordhausen,Germany,Nordhausen,North Houses
Germany_N_rdlingen,Germany,Nördlingen,Northern Meadow
Germany_Ochsenfurt,Germany,Ochsenfurt,Oxen Ford
Germany_Offenburg,Germany,Offenburg,Upper Fort
Germany_Oldenburg,Germany,Oldenburg,Old Fort
Germany_Oschatz,Germany,Oschatz,None
Germany_Osnabr_ck,Germany,Osnabrück,Ox Bridge
Germany_Osterode,Germany,Osterode,Eastern Clearing
Germany_Otterndorf,Germany,Otterndorf,Otter’s Ford
Germany_Overath,Germany,Overath,Upper Oath
Germany_Parchim,Germany,Parchim,None
Germany_Passau,Germany,Passau,None
Germany_Pforzheim,Germany,Pforzheim,Gate Home
Germany_Pirmasens,Germany,Pirmasens,None
Germany_Pirna,Germany,Pirna,None
Germany_Plauen,Germany,Plauen,None
Germany_Prenzlau,Germany,Prenzlau,None
Germany_Pritzwalk,Germany,Pritzwalk,None
Germany_Quedlinburg,Germany,Quedlinburg,None
Germany_Rastatt,Germany,Rastatt,Rest Place
Germany_Rees,Germany,Rees,None
Germany_Regensburg,Germany,Regensburg,Rain Fort
Germany_Rendsburg,Germany,Rendsburg,Border Fort
Germany_Riesa,Germany,Riesa,None
Germany_Rothenburg,Germany,Rothenburg,Red Fort
Germany_Rottweil,Germany,Rottweil,Red Villa
Germany_Rudolstadt,Germany,Rudolstadt,Rudolf’s Town
Germany_Saalfeld,Germany,Saalfeld,Hall Field
Germany_Salzwedel,Germany,Salzwedel,Salt Pasture
Germany_Sangerhausen,Germany,Sangerhausen,Singer’s Houses
Germany_Schongau,Germany,Schongau,Beautiful Meadow
Germany_Schw_bisch_Hall,Germany,Schwäbisch Hall,Swabian Hall
Germany_Schweinfurt,Germany,Schweinfurt,Swine Ford
Germany_Schwerin,Germany,Schwerin,None
Germany_Speyer,Germany,Speyer,None
Germany_Stade,Germany,Stade,Shore
Germany_Stade_2,Germany,Stade,Shore
Germany_Stendal,Germany,Stendal,None
Germany_Stolberg,Germany,Stolberg,Stone Mountain
Germany_Stralsund,Germany,Stralsund,Arrow Sound
Germany_Torgau,Germany,Torgau,None
Germany_Traunstein,Germany,Traunstein,Trout Stone
Germany_Trier,Germany,Trier,None
Germany_T_bingen,Germany,Tübingen,None
Germany_Ueckerm_nde,Germany,Ueckermünde,Mouth of the Uecker
Germany_Uelzen,Germany,Uelzen,None
Germany_Uelzen_2,Germany,Uelzen,None
Germany_Uffenheim,Germany,Uffenheim,Uffo’s Home
Germany_Ulm,Germany,Ulm,None
Germany_Vechta,Germany,Vechta,None
Germany_Velbert,Germany,Velbert,Field Mountain
Germany_Verden,Germany,Verden,Ford
Germany_Villingen,Germany,Villingen,None
Germany_Warburg,Germany,Warburg,Watch Fort
Germany_Weilburg,Germany,Weilburg,Meadow Fort
Germany_Weilheim,Germany,Weilheim,Meadow Home
Germany_Werl,Germany,Werl,None
Germany_Wertheim,Germany,Wertheim,Worth Home
Germany_Wetzlar,Germany,Wetzlar,None
Germany_Wissen,Germany,Wissen,Knowledge
Germany_Worms,Germany,Worms,None
Germany_Xanten,Germany,Xanten,Saint’s Settlement
Germany_Zeitz,Germany,Zeitz,None
Germany_Zella,Germany,Zella,Cell (Monastic)
Germany_Zerbst,Germany,Zerbst,None
Germany_Zittau,Germany,Zittau,None
Germany_Zossen,Germany,Zossen,None
Germany_Zschopau,Germany,Zschopau,None
Germany_Z_lpich,Germany,Zülpich,None
Germany_Zwickau,Germany,Zwickau,None
Holland_Aalten,Holland,Aalten,None
Holland_Aardenburg,Holland,Aardenburg,Earth Fortress
Holland_Aduard,Holland,Aduard,None
Holland_Anloo,Holland,Anloo,None
Holland_Appingedam,Holland,Appingedam,Apple Dam
Holland_Arnemuiden,Holland,Arnemuiden,Arend’s Mouth
Holland_Assen,Holland,Assen,None
Holland_Baflo,Holland,Baflo,None
Holland_Bakel,Holland,Bakel,None
Holland_Beerta,Holland,Beerta,None
Holland_Beesd,Holland,Beesd,None
Holland_Bergen,Holland,Bergen,Mountain
Holland_Bierum,Holland,Bierum,None
Holland_Bleskensgraaf,Holland,Bleskensgraaf,Blesken’s Canal
Holland_Borculo,Holland,Borculo,None
Holland_Buren,Holland,Buren,Farms
Holland_Cadzand,Holland,Cadzand,Sandy Headland
Holland_Callantsoog,Holland,Callantsoog,None
Holland_Castricum,Holland,Castricum,Camp
Holland_Coevorden,Holland,Coevorden,Cow Ford
Holland_Colijnsplaat,Holland,Colijnsplaat,Colijn’s Flat
Holland_Cromvoirt,Holland,Cromvoirt,Crooked Ford
Holland_Culemborg,Holland,Culemborg,None
Holland_Deil,Holland,Deil,None
Holland_Deinum,Holland,Deinum,None
Holland_Dinxperlo,Holland,Dinxperlo,None
Holland_Dodewaard,Holland,Dodewaard,Dead Ford
Holland_Domburg,Holland,Domburg,Dome Fortress
Holland_Dreischor,Holland,Dreischor,Three Shores
Holland_Driebergen,Holland,Driebergen,Three Mountains
Holland_Dronrijp,Holland,Dronrijp,None
Holland_Duivendrecht,Holland,Duivendrecht,Dove Drainage
Holland_Edam,Holland,Edam,None
Holland_Eemnes,Holland,Eemnes,None
Holland_Eenrum,Holland,Eenrum,None
Holland_Eernewoude,Holland,Eernewoude,Honor Meadow
Holland_Eethen,Holland,Eethen,None
Holland_Eext,Holland,Eext,None
Holland_Eexterveen,Holland,Eexterveen,Eext Peat
Holland_Egmond,Holland,Egmond,Edge Meadow
Holland_Ferwerd,Holland,Ferwerd,None
Holland_Franeker,Holland,Franeker,None
Holland_Franekeradeel,Holland,Franekeradeel,None
Holland_Gasselte,Holland,Gasselte,None
Holland_Gieten,Holland,Gieten,None
Holland_Giethoorn,Holland,Giethoorn,Goat Horn
Holland_Gorssel,Holland,Gorssel,None
Holland_Grijpskerk,Holland,Grijpskerk,Grip’s Church
Holland_Grijpskerke,Holland,Grijpskerke,Grip’s Church
Holland_Groot_Ammers,Holland,Groot-Ammers,Great Ammers
Holland_Grootegast,Holland,Grootegast,Great Guest
Holland_Grouw,Holland,Grouw,None
Holland_Harlingen,Holland,Harlingen,None
Holland_Havelte,Holland,Havelte,None
Holland_Heenvliet,Holland,Heenvliet,None
Holland_Herten,Holland,Herten,Deer
Holland_Heukelum,Holland,Heukelum,None
Holland_Hillegom,Holland,Hillegom,None
Holland_Hindeloopen,Holland,Hindeloopen,Hind’s Lake
Holland_Hoedekenskerke,Holland,Hoedekenskerke,Hat Church
Holland_Hollum,Holland,Hollum,None
Holland_Hoogeveen,Holland,Hoogeveen,High Peat
Holland_Hoogezand,Holland,Hoogezand,High Sand
Holland_Hoogkarspel,Holland,Hoogkarspel,High Church Field
Holland_IJlst,Holland,IJlst,None
Holland_IJmuiden,Holland,IJmuiden,IJ Mouth
Holland_IJssellaan,Holland,IJssellaan,IJssel Land
Holland_IJsselmuiden,Holland,IJsselmuiden,IJssel Mouth
Holland_IJsseloord,Holland,IJsseloord,IJssel Estate
Holland_IJsselstein,Holland,IJsselstein,IJssel Stone
Holland_IJzendijke,Holland,IJzendijke,Ice Dike
Holland_IJzendijke_2,Holland,IJzendijke,Ice Dike
Holland_Jisp,Holland,Jisp,None
Holland_Jorwerd,Holland,Jorwerd,None
Holland_Joure,Holland,Joure,None
Holland_Katwijk,Holland,Katwijk,None
Holland_Kloetinge,Holland,Kloetinge,None
Holland_Koedijk,Holland,Koedijk,Cow Dike
Holland_Kollum,Holland,Kollum,None
Holland_Kortgene,Holland,Kortgene,Short Meadow
Holland_Koudekerke,Holland,Koudekerke,Cold Church
Holland_Krabbendijke,Holland,Krabbendijke,Crab Dike
Holland_Krabbendijke_2,Holland,Krabbendijke,Crab Dike
Holland_Krommenie,Holland,Krommenie,Crooked Meadow
Holland_Kwadendamme,Holland,Kwadendamme,Bad Dam
Holland_Laren,Holland,Laren,None
Holland_Lemmer,Holland,Lemmer,None
Holland_Lieren,Holland,Lieren,None
Holland_Lisse,Holland,Lisse,None
Holland_Lochem,Holland,Lochem,None
Holland_Loon,Holland,Loon,None
Holland_Loosdrecht,Holland,Loosdrecht,Loose Drainage
Holland_Lunteren,Holland,Lunteren,None
Holland_Marken,Holland,Marken,Border Land
Holland_Medemblik,Holland,Medemblik,Middle Stream
Holland_Middenmeer,Holland,Middenmeer,Middle Lake
Holland_Midwolda,Holland,Midwolda,Middle Forest
Holland_Nes,Holland,Nes,Headland
Holland_Nieuweschans,Holland,Nieuweschans,New Sconce
Holland_Nieuwolda,Holland,Nieuwolda,New Forest
Holland_Nijkerk,Holland,Nijkerk,New Church
Holland_Noorddijk,Holland,Noorddijk,North Dike
Holland_Noordeloos,Holland,Noordeloos,Northless
Holland_Noordhorn,Holland,Noordhorn,North Horn
Holland_Noordwijk,Holland,Noordwijk,North District
Holland_Oostburg,Holland,Oostburg,East Fortress
Holland_Oostdijk,Holland,Oostdijk,East Dike
Holland_Oosterend,Holland,Oosterend,East End
Holland_Oostkapelle,Holland,Oostkapelle,East Chapel
Holland_Oostrum,Holland,Oostrum,East Home
Holland_Oostvoorne,Holland,Oostvoorne,East Foreland
Holland_Oostwold,Holland,Oostwold,East Forest
Holland_Ootmarsum,Holland,Ootmarsum,None
Holland_Purmerend,Holland,Purmerend,Pear Marsh End
Holland_Renkum,Holland,Renkum,None
Holland_Rhenen,Holland,Rhenen,None
Holland_Rijnsburg,Holland,Rijnsburg,Rhine Fortress
Holland_Rijs,Holland,Rijs,None
Holland_Rolde,Holland,Rolde,None
Holland_Roodkerk,Holland,Roodkerk,Red Church
Holland_Rottum,Holland,Rottum,None
Holland_Ruurlo,Holland,Ruurlo,None
Holland_Sassenheim,Holland,Sassenheim,Saxon Home
Holland_Schagen,Holland,Schagen,None
Holland_Schiermonnikoog,Holland,Schiermonnikoog,Grey Monk Island
Holland_Schoonhoven,Holland,Schoonhoven,Clean Haven
Holland_Sint_Annaland,Holland,Sint Annaland,Saint Anna’s Land
Holland_Sint_Jacobiparochie,Holland,Sint Jacobiparochie,Saint Jacob’s Parish
Holland_Sint_Maartensdijk,Holland,Sint Maartensdijk,Saint Martin’s Dike
Holland_Sint_Pancras,Holland,Sint Pancras,Saint Pancras
Holland_Stavoren,Holland,Stavoren,None
Holland_Terneuzen,Holland,Terneuzen,None
Holland_Terschelling,Holland,Terschelling,None
Holland_Texel,Holland,Texel,None
Holland_Tiel,Holland,Tiel,None
Holland_Tienhoven,Holland,Tienhoven,Ten Farms
Holland_Twello,Holland,Twello,None
Holland_Tynaarlo,Holland,Tynaarlo,None
Holland_Udenhout,Holland,Udenhout,Uden Wood
Holland_Uithoorn,Holland,Uithoorn,Outer Horn
Holland_Uithuizen,Holland,Uithuizen,Outer Houses
Holland_Ulrum,Holland,Ulrum,None
Holland_Urk,Holland,Urk,None
Holland_Urmond,Holland,Urmond,None
Holland_Vaassen,Holland,Vaassen,None
Holland_Veere,Holland,Veere,None
Holland_Velsen,Holland,Velsen,None
Holland_Vianen,Holland,Vianen,None
Holland_Vlagtwedde,Holland,Vlagtwedde,None
Holland_Vlagtwedde_2,Holland,Vlagtwedde,None
Holland_Vorden,Holland,Vorden,None
Holland_Vreeland,Holland,Vreeland,Free Land
Holland_Vroomshoop,Holland,Vroomshoop,None
Holland_Wemeldinge,Holland,Wemeldinge,None
Holland_Wervershoof,Holland,Wervershoof,None
Holland_Westerbork,Holland,Westerbork,Western Forest
Holland_Westkapelle,Holland,Westkapelle,West Chapel
Holland_Westwoud,Holland,Westwoud,West Wood
Holland_Wierden,Holland,Wierden,None
Holland_Wieringerwerf,Holland,Wieringerwerf,Wieringen Reclamation
Holland_Wijk,Holland,Wijk,District
Holland_Workum,Holland,Workum,None
Holland_Woudenberg,Holland,Woudenberg,Forest Mountain
Holland_Zandvoort,Holland,Zandvoort,Sand Ford
Holland_Zierikzee,Holland,Zierikzee,None
Holland_Zijldijk,Holland,Zijldijk,Side Dike
Holland_Zoutkamp,Holland,Zoutkamp,Salt Camp
Holland_Zuidhorn,Holland,Zuidhorn,South Horn
Holland_Zuidlaren,Holland,Zuidlaren,South Laren
Holland_Zundert,Holland,Zundert,None
Holland_Zwartsluis,Holland,Zwartsluis,Black Sluice
Hungary_Ab_dszal_k,Hungary,Abádszalók,Abád Lock
Hungary_cs,Hungary,Ács,Carpenter
Hungary_Als_n_medi,Hungary,Alsónémedi,Lower Némedi
Hungary_Asz_d,Hungary,Aszód,None
Hungary_B_bolna,Hungary,Bábolna,None
Hungary_Baja,Hungary,Baja,None
Hungary_Balatonf_red,Hungary,Balatonfüred,Balaton Bath
Hungary_B_nhida,Hungary,Bánhida,Mine Hill
Hungary_Barcs,Hungary,Barcs,None
Hungary_B_tonyterenye,Hungary,Bátonyterenye,Bátony Clearing
Hungary_B_k_s,Hungary,Békés,Peaceful
Hungary_B_k_scsaba,Hungary,Békéscsaba,Peaceful Csaba
Hungary_Beretty_jfalu,Hungary,Berettyóújfalu,New Berettyó Village
Hungary_Bicske,Hungary,Bicske,None
Hungary_Biharkeresztes,Hungary,Biharkeresztes,Bihar Cross
Hungary_Bodrog,Hungary,Bodrog,None
Hungary_Boldog,Hungary,Boldog,Happy
Hungary_Bonyh_d,Hungary,Bonyhád,None
Hungary_Borsod,Hungary,Borsod,None
Hungary_Cs_kber_ny,Hungary,Csákberény,Csák Lamb
Hungary_Cs_kv_r,Hungary,Csákvár,Csák’s Castle
Hungary_Csan_d,Hungary,Csanád,None
Hungary_Csenger,Hungary,Csenger,None
Hungary_Csepreg,Hungary,Csepreg,None
Hungary_Csongr_d,Hungary,Csongrád,None
Hungary_Csorna,Hungary,Csorna,None
Hungary_Csurg,Hungary,Csurgó,None
Hungary_Dabas,Hungary,Dabas,None
Hungary_Derecske,Hungary,Derecske,None
Hungary_D_s,Hungary,Dés,None
Hungary_D_br_k_z,Hungary,Döbrököz,None
Hungary_Dunaf_ldv_r,Hungary,Dunaföldvár,Danube Earth Castle
Hungary_Dunakeszi,Hungary,Dunakeszi,Danube Goat
Hungary_Dunapataj,Hungary,Dunapataj,Danube Pataj
Hungary_Edel_ny,Hungary,Edelény,None
Hungary_Eger,Hungary,Eger,Alder
Hungary_Encs,Hungary,Encs,None
Hungary_rd,Hungary,Érd,None
Hungary_Fegyvernek,Hungary,Fegyvernek,Armed
Hungary_Fels_galla,Hungary,Felsőgalla,Upper Galla
Hungary_Fels_t_rk_ny,Hungary,Felsőtárkány,Upper Tárkány
Hungary_Fert_d,Hungary,Fertőd,None
Hungary_Fony_d,Hungary,Fonyód,None
Hungary_F_zesabony,Hungary,Füzesabony,Willow Abony
Hungary_G_rdony,Hungary,Gárdony,None
Hungary_G_nc,Hungary,Gönc,None
Hungary_Gy_l,Hungary,Gyál,None
Hungary_Gyoma,Hungary,Gyoma,None
Hungary_Gy_ngy_s,Hungary,Gyöngyös,Pearly
Hungary_Gyula,Hungary,Gyula,None
Hungary_Hajd_dorog,Hungary,Hajdúdorog,Hajdú Church
Hungary_Hajd_n_n_s,Hungary,Hajdúnánás,None
Hungary_Hajd_szoboszl,Hungary,Hajdúszoboszló,None
Hungary_Haj_s,Hungary,Hajós,Boatman
Hungary_Harka,Hungary,Harka,None
Hungary_Hatvan,Hungary,Hatvan,Sixty
Hungary_H_halom,Hungary,Héhalom,Hill Elm
